accession	domain	phylum	class	order	family	genus	species	ambiguous_bases	checkm2_completeness	checkm2_contamination	checkm2_model	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation_ncbi_taxa	gtdb_type_designation_ncbi_taxa_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
GB_GCA_036478875.1	Archaea	Asgardarchaeota	Lokiarchaeia	Sigyniarchaeales	SOKP01	Loki-b32	Loki-b32 sp036478875	0	88.0	6.43	General	82.09	1.87	149	k__Archaea (UID2)	107	0.0	2930064	85.38604577699459	162	992487	28.922419583692378	3431549	GB_GCA_036478875.1	t	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigyniarchaeales;f__SOKP01;g__Loki-b32;s__Loki-b32 sp036478875	not type material	none	f	30	30	136230	136230	41348	1	1197	JAZGEW010000011.1	none	0	none	none	1198	1622	0	91.152	JYIM01000373.485.3826	Archaea;Asgardarchaeota;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;Lokiarchaeum sp. GC14_75	21182	21182	f	f	t	39075	39075	Contig	ASM3647887v1	na	PRJNA1051299	SAMN38797568	162	39075	none	2024-02-08	GCA_036478875.1	derived from metagenome	full	SCS4bin.30	none	none	0	0	Promethearchaeia archaeon	none	na	4	none	none	none	none	none	2024-02-08	0	3067280	3	SCS4bin.30	Tsinghua University	3067280	d__Archaea;p__Promethearchaeota;c__Promethearchaeia;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Promethearchaeota;c__Promethearchaeia;x__unclassified Promethearchaeia;s__Promethearchaeia archaeon	0	3431549	11	41	na	3431549	0	JAZGEW000000000.1	3457	162	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	17	38	0
GB_GCA_004524385.1	Archaea	Asgardarchaeota	Lokiarchaeia	Sigyniarchaeales	SOKP01	LW40-45	LW40-45 sp004524385	0	64.81	1.05	General	62.23	0.0	149	k__Archaea (UID2)	107	0.0	1616481	88.01625420416634	310	559739	30.477395102067927	1836571	GB_GCA_004524385.1	t	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigyniarchaeales;f__SOKP01;g__LW40-45;s__LW40-45 sp004524385	not type material	none	f	97	97	20785	20785	none	0	none	none	none	0	none	none	none	none	none	none	none	none	5924	5924	f	f	t	6355	6355	Contig	ASM452438v1	na	PRJNA483005	SAMN10768458	310	6355	Romania: Tekirghiol	2019-03-29	GCA_004524385.1	derived from metagenome	full	TEKIR_6S	lake sediment	44.0552806 N 28.6053 E	0	0	Promethearchaeota archaeon	none	na	0	none	none	none	none	none	2019-03-29	0	2053489	0	TEKIR_6S	Babes-Bolyai University	2053489	d__Archaea;p__Promethearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Promethearchaeota;x__unclassified Promethearchaeota;s__Promethearchaeota archaeon	0	1836571	11	30	na	1836571	0	SDNM00000000.1	1979	310	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	17	35	0
GB_GCA_038840935.1	Archaea	Asgardarchaeota	Jordiarchaeia	Jordiarchaeales	Freyrarchaeaceae	DTBI01	DTBI01 sp019057715	0	88.38	2.14	General	89.55	2.8	149	k__Archaea (UID2)	107	0.0	1692103	81.907565290926	200	981377	47.8289094372929	2065869	GB_GCA_038858525.1	f	d__Archaea;p__Asgardarchaeota;c__Jordiarchaeia;o__Jordiarchaeales;f__Freyrarchaeaceae;g__DTBI01;s__DTBI01 sp019057715	not type material	none	f	33	10	70327	276819	276819	1	3051	JAWBUR010000001.1	none	0	none	none	2922	2473	0	82.375	KX764886.1.3038	Archaea;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon	10259	36243	f	f	t	16983	67816	Scaffold	ASM3884093v1	na	PRJNA544494	SAMN36039225	200	16983	none	2024-04-30	GCA_038840935.1	derived from metagenome	full	JZ-1_201709_bins_89	none	none	0	0	Candidatus Jordarchaeales archaeon	none	na	2	57	10	67816	28231	17162	2024-04-30	143	3058035	1	JZ-1_201709_bins_89	The University of Texas at Austin	3058035	d__Archaea;p__;c__Candidatus Jordarchaeia;o__Candidatus Jordarchaeales;f__;g__;s__	d__Archaea;x__Promethearchaeati;x__Promethearchaeati incertae sedis;c__Candidatus Jordarchaeia;o__Candidatus Jordarchaeales;x__unclassified Candidatus Jordarchaeales;s__Candidatus Jordarchaeales archaeon	14020	2065869	11	35	na	2051849	0	JAWBUR000000000.1	2093	57	19262	1	none	none	none	none	none	none	1493	JAWBUR010000033.1	1370	1592	0	87.956	JF935161.1.1360	Archaea;Thermoproteota;Bathyarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured crenarchaeote	14020	18	35	0
GB_GCA_018383895.1	Archaea	Asgardarchaeota	Jordiarchaeia	Jordiarchaeales	Jordiarchaeaceae	Jordiarchaeum	Jordiarchaeum sp018383815	105	83.83	2.73	General	88.01	2.34	149	k__Archaea (UID2)	107	25.0	2764862	79.60757982605811	411	1451344	41.86285046418964	3473114	GB_GCA_018383815.1	f	d__Archaea;p__Asgardarchaeota;c__Jordiarchaeia;o__Jordiarchaeales;f__Jordiarchaeaceae;g__Jordiarchaeum;s__Jordiarchaeum sp018383815	not type material	none	f	86	76	48380	48380	none	0	none	none	none	0	none	none	none	none	none	none	none	none	8435	11060	f	f	t	12965	14308	Scaffold	ASM1838389v1	na	PRJNA544494	SAMN18804110	411	12965	China: QuZhuoMu village; CuoNa county;Tibet Plateau; QZM_A2 pool	2021-05-17	GCA_018383895.1	derived from metagenome	full	QZM_A2_3	hot spring sediment	28.24816 N 91.80855 E	0	0	Candidatus Jordarchaeia archaeon	none	na	4	314	76	14308	8721	5359	2021-05-17	97	3067279	2	QZM_A2_3	The University of Texas at Austin	3067279	d__Archaea;p__;c__Candidatus Jordarchaeia;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;x__Promethearchaeati incertae sedis;c__Candidatus Jordarchaeia;x__unclassified Candidatus Jordarchaeia;s__Candidatus Jordarchaeia archaeon	6107	3473114	11	43	na	3467007	0	JAHAWS000000000.1	3516	314	782	2	none	none	none	none	none	none	535	JAHAWS010000314.1	476	869	0	99.58	KX213895.1.1475	Archaea;Thermoproteota;Bathyarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon	6107	19	38	0
GB_GCA_008080765.1	Archaea	Asgardarchaeota	Lokiarchaeia	Sigyniarchaeales	SOKP01	TEKIR-8	TEKIR-8 sp008080765	0	72.96	2.78	General	75.19	1.4	149	k__Archaea (UID2)	107	0.0	3241392	82.65485583814153	277	1301632	33.19161284679678	3921599	GB_GCA_008080765.1	t	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigyniarchaeales;f__SOKP01;g__TEKIR-8;s__TEKIR-8 sp008080765	not type material	none	f	64	63	69370	69370	6323	1	1793	SHMU01000207.1	none	0	none	none	621	749	0	88.567	JYIM01000373.485.3826	Archaea;Asgardarchaeota;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;Lokiarchaeum sp. GC14_75	14157	14312	f	f	t	19989	20187	Scaffold	ASM808076v1	na	PRJNA521734	SAMN10909895	277	19989	Mexico: Baja; California	2019-08-23	GCA_008080765.1	derived from metagenome	full	BC1	marine sediment	30.213 N 114.663 W	0	0	Promethearchaeota archaeon	none	na	0	274	63	20187	11831	7207	2019-08-23	3	2053489	0	BC1	University of Vienna	2053489	d__Archaea;p__Promethearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Promethearchaeota;x__unclassified Promethearchaeota;s__Promethearchaeota archaeon	30	3921599	11	33	na	3921569	0	SHMU00000000.1	3544	274	22293	1	none	none	none	none	none	none	469	SHMU01000052.1	468	774	0	96.581	HM998486.1.933	Archaea;Asgardarchaeota;Lokiarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon	30	17	47	0
GB_GCA_016840065.1	Archaea	Asgardarchaeota	Hermodarchaeia	Hermodarchaeales	Hermodarchaeaceae	YT-063	YT-063 sp016840065	0	83.9	5.08	General	88.32	0.0	149	k__Archaea (UID2)	107	0.0	2335703	90.2428366435596	131	1213150	46.87158310544377	2588242	GB_GCA_016840065.1	t	d__Archaea;p__Asgardarchaeota;c__Hermodarchaeia;o__Hermodarchaeales;f__Hermodarchaeaceae;g__YT-063;s__YT-063 sp016840065	not type material	none	f	26	26	131885	131885	none	0	none	none	131885	1	111	JAEOTB010000037.1	none	none	none	none	none	none	19757	19757	f	f	t	27952	27952	Contig	ASM1684006v1	na	PRJNA680430	SAMN16492220	131	27952	China: Rongcheng Nation Swan Nature Reserve	2021-02-09	GCA_016840065.1	derived from metagenome	full	YT1_014	coastal marine sediment	37.350000 N 122.580000 E	0	none	Candidatus Hermodarchaeota archaeon	none	na	none	none	none	none	none	none	2021-02-09	0	2799008	none	YT1_014	Shenzhen Univeristy	2799008	d__Archaea;p__Candidatus Hermodarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Candidatus Hermodarchaeota;x__unclassified Candidatus Hermodarchaeota;s__Candidatus Hermodarchaeota archaeon	0	2588242	none	none	na	2588242	0	JAEOTB000000000.1	2625	131	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	20	36	0
GB_GCA_021158895.1	Archaea	Asgardarchaeota	Baldrarchaeia	Baldrarchaeales	DXJG01	DXJG01	DXJG01 sp021158895	0	84.84	1.81	General	85.67	3.74	149	k__Archaea (UID2)	107	0.0	1090364	87.3453242193414	177	463038	37.09238771261286	1248337	GB_GCA_021158895.1	t	d__Archaea;p__Asgardarchaeota;c__Baldrarchaeia;o__Baldrarchaeales;f__DXJG01;g__DXJG01;s__DXJG01 sp021158895	not type material	none	f	40	40	38381	38381	4046	1	2850	JAGGSW010000054.1	none	0	none	none	1334	1317	0	85.007	CP002098.1280852.1283921	Archaea;Thermoproteota;Thermoproteia;Desulfurococcales;Ignisphaeraceae;Ignisphaera;Ignisphaera aggregans DSM 17230	7052	7052	f	f	t	9767	9767	Contig	ASM2115889v1	na	PRJNA713414	SAMN18353528	177	9767	Pacific Ocean: Mexico; Pescadero Basin	2021-12-10	GCA_021158895.1	derived from metagenome	full	AUK032	marine hydrothermal sediment	23.957043 N 108.862273 W	0	0	Candidatus Odinarchaeota archaeon	none	na	2	none	none	none	none	none	2021-12-10	0	2053490	0	AUK032	California Institute of Technology	2053490	d__Archaea;p__Candidatus Odinarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Candidatus Odinarchaeota;x__unclassified Candidatus Odinarchaeota;s__Candidatus Odinarchaeota archaeon	0	1248337	11	25	na	1248337	0	JAGGSW000000000.1	1322	177	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	14	25	0
GB_GCA_048940745.1	Archaea	Asgardarchaeota	Thorarchaeia	Thorarchaeales	Thorarchaeaceae	SMTZ1-83	SMTZ1-83 sp048939765	0	81.35	3.03	General	84.11	5.61	149	k__Archaea (UID2)	107	0.0	2796014	90.44344886703652	165	1451490	47.00040475997733	3091450	GB_GCA_048939765.1	f	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-83;s__SMTZ1-83 sp048939765	not type material	none	f	21	19	144149	144149	none	0	none	none	none	0	none	none	none	none	none	none	none	none	18716	23243	f	f	t	41675	46671	Scaffold	ASM4894074v1	na	PRJNA1162170	SAMN43852889	165	41675	none	2025-03-25	GCA_048940745.1	derived from metagenome	full	DZ3M.303	none	none	0	0	Promethearchaeota archaeon	none	na	2	133	19	46671	21711	8796	2025-03-25	32	2053489	1	DZ3M.303	East china normal University	2053489	d__Archaea;p__Promethearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Promethearchaeota;x__unclassified Promethearchaeota;s__Promethearchaeota archaeon	3200	3091450	11	36	na	3088250	0	JBHLOH000000000.1	3037	133	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	3200	18	37	0
GB_GCA_020343655.1	Archaea	Asgardarchaeota	Lokiarchaeia	Sigyniarchaeales	SOKP01	Loki-b32	Loki-b32 sp020343655	0	81.68	3.84	General	79.91	2.34	149	k__Archaea (UID2)	107	25.0	1898922	83.80342853511415	138	665222	29.537538785608607	2265924	GB_GCA_020343655.1	t	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigyniarchaeales;f__SOKP01;g__Loki-b32;s__Loki-b32 sp020343655	not type material	none	f	22	1	120458	2265924	none	0	none	none	none	0	none	none	none	none	none	none	none	none	16319	2265924	f	f	t	30242	2265924	Chromosome	ASM2034365v1	na	PRJNA575161	SAMN17669560	138	30242	China:PRE	2021-10-07	GCA_020343655.1	derived from metagenome	full	bin132	environmental38	22.1315 N 113.8055 E	1	0	Promethearchaeota archaeon	none	na	0	1	1	2265924	2265924	2265924	2021-10-07	138	2053489	0	bin132	Tongji University	2053489	d__Archaea;p__Promethearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Promethearchaeota;x__unclassified Promethearchaeota;s__Promethearchaeota archaeon	13800	2265924	11	34	na	2252124	0	na	2182	1	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	13800	14	33	1
GB_GCA_020355105.1	Archaea	Asgardarchaeota	Thorarchaeia	Thorarchaeales	Thorarchaeaceae	SMTZ1-83	SMTZ1-83 sp020355105	0	77.61	3.38	General	80.91	4.21	149	k__Archaea (UID2)	107	40.0	2079767	80.63809716195766	399	1262850	49.73344355016881	2579137	GB_GCA_020355105.1	t	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-83;s__SMTZ1-83 sp020355105	not type material	none	f	97	1	51807	2579137	none	0	none	none	none	0	none	none	none	none	none	none	none	none	6364	2579137	f	f	t	7556	2579137	Chromosome	ASM2035510v1	na	PRJNA575161	SAMN17669708	399	7556	China:PRE	2021-10-07	GCA_020355105.1	derived from metagenome	full	bin8	environmental186	22.1315 N 113.8055 E	1	0	Candidatus Thorarchaeota archaeon	none	na	1	1	1	2579137	2579137	2579137	2021-10-07	399	2053491	0	bin8	Tongji University	2053491	d__Archaea;p__Candidatus Thorarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Candidatus Thorarchaeota;x__unclassified Candidatus Thorarchaeota;s__Candidatus Thorarchaeota archaeon	39900	2579137	11	35	na	2539237	0	na	2620	1	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	39900	15	36	0
GB_GCA_038881135.1	Archaea	Asgardarchaeota	Jordiarchaeia	Jordiarchaeales	Freyrarchaeaceae	DTBI01	DTBI01 sp019057715	0	94.16	1.63	General	97.2	3.74	149	k__Archaea (UID2)	107	0.0	2000045	85.41714445806818	34	1108514	47.341985041232064	2341503	GB_GCA_038858525.1	f	d__Archaea;p__Asgardarchaeota;c__Jordiarchaeia;o__Jordiarchaeales;f__Freyrarchaeaceae;g__DTBI01;s__DTBI01 sp019057715	not type material	none	f	6	6	470836	470836	470836	1	3051	JAVZQJ010000001.1	none	0	none	none	2922	2473	0	82.375	KX764886.1.3038	Archaea;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon	68867	68867	f	f	t	107176	107176	Contig	ASM3888113v1	na	PRJNA544494	SAMN36037444	34	107176	none	2024-04-30	GCA_038881135.1	derived from metagenome	full	DRTY-7_201803_bins_12	none	none	0	0	Candidatus Jordarchaeales archaeon	none	na	2	none	none	none	none	none	2024-04-30	0	3058035	1	DRTY-7_201803_bins_12	The University of Texas at Austin	3058035	d__Archaea;p__;c__Candidatus Jordarchaeia;o__Candidatus Jordarchaeales;f__;g__;s__	d__Archaea;x__Promethearchaeati;x__Promethearchaeati incertae sedis;c__Candidatus Jordarchaeia;o__Candidatus Jordarchaeales;x__unclassified Candidatus Jordarchaeales;s__Candidatus Jordarchaeales archaeon	0	2341503	11	44	na	2341503	0	JAVZQJ000000000.1	2404	34	221880	1	none	none	none	none	none	none	1493	JAVZQJ010000003.1	1370	1587	0	87.883	JF935161.1.1360	Archaea;Thermoproteota;Bathyarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured crenarchaeote	0	19	42	0
GB_GCA_008080735.1	Archaea	Asgardarchaeota	Lokiarchaeia	Sigyniarchaeales	SOKP01	TEKIR-8	TEKIR-8 sp008080735	0	93.19	7.16	General	88.32	3.74	149	k__Archaea (UID2)	107	0.0	3601445	86.88506437047594	163	1392685	33.60046882411327	4145068	GB_GCA_008080735.1	t	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigyniarchaeales;f__SOKP01;g__TEKIR-8;s__TEKIR-8 sp008080735	not type material	none	f	32	28	124570	143576	38472	1	1165	SHMW01000035.1	none	0	none	none	1162	1188	0	85.198	JYIM01000373.485.3826	Archaea;Asgardarchaeota;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;Lokiarchaeum sp. GC14_75	25428	29607	f	f	t	38188	42570	Scaffold	ASM808073v1	na	PRJNA521734	SAMN10909897	163	38188	Mexico: Baja; California	2019-08-23	GCA_008080735.1	derived from metagenome	full	BC3	marine sediment	30.213 N 114.663 W	0	0	Promethearchaeota archaeon	none	na	0	140	28	42570	27297	18097	2019-08-23	23	2053489	0	BC3	University of Vienna	2053489	d__Archaea;p__Promethearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Promethearchaeota;x__unclassified Promethearchaeota;s__Promethearchaeota archaeon	230	4145068	11	17	na	4144838	0	SHMW00000000.1	4011	140	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	230	15	40	0
GB_GCA_964476035.1	Archaea	Asgardarchaeota	Baldrarchaeia	Baldrarchaeales	DXJG01	DXJG01	DXJG01 sp964476035	0	82.4	1.89	General	78.43	2.8	149	k__Archaea (UID2)	107	0.0	1192140	86.50744007233263	175	508517	36.91866838778625	1378078	GB_GCA_964476035.1	t	d__Archaea;p__Asgardarchaeota;c__Baldrarchaeia;o__Baldrarchaeales;f__DXJG01;g__DXJG01;s__DXJG01 sp964476035	not type material	none	f	50	49	30596	35242	none	0	none	none	none	0	none	none	none	none	none	none	none	none	7870	8559	f	f	t	8859	8866	Scaffold	binchicken_co6_428	na	PRJEB82487	SAMEA117384378	175	8859	none	2025-01-06	GCA_964476035.1	derived from metagenome	full	binchicken_co6_428	none	none	0	none	uncultured archaeon	none	na	none	161	49	8866	6675	4825	2025-01-06	14	115547	none	binchicken_co6_428	Centre for Microbiome Research	115547	d__Archaea;p__;c__;o__;f__;g__;s__	d__Archaea;x__environmental samples;s__uncultured archaeon	680	1378078	none	none	na	1377398	0	CAYYZD000000000.1	1513	161	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	680	11	16	0
GB_GCA_013375485.1	Archaea	Asgardarchaeota	Lokiarchaeia	Sigyniarchaeales	SOKP01	Loki-b32	Loki-b32 sp013375485	0	97.87	9.0	General	89.25	5.61	149	k__Archaea (UID2)	107	42.86	4008175	87.17942081287346	457	1375883	29.92600947969557	4597616	GB_GCA_013375485.1	t	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigyniarchaeales;f__SOKP01;g__Loki-b32;s__Loki-b32 sp013375485	not type material	none	f	110	110	56100	56100	8729	1	1177	JABXKB010000203.1	none	0	none	none	632	893	0	92.247	JYIM01000373.485.3826	Archaea;Asgardarchaeota;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;Lokiarchaeum sp. GC14_75	10060	10060	f	f	t	13068	13068	Contig	ASM1337548v1	na	PRJNA505997	SAMN14451652	457	13068	North Sea: German Bight (Helgoland Mud Area)	2020-06-28	GCA_013375485.1	derived from metagenome	full	Hel_238_bin13	marine sediment at depth 238-263 cm	54.08972 N 7.9678 E	0	0	Promethearchaeota archaeon	none	na	1	none	none	none	none	none	2020-06-28	0	2053489	0	Hel_238_bin13	University of Bremen	2053489	d__Archaea;p__Promethearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Promethearchaeota;x__unclassified Promethearchaeota;s__Promethearchaeota archaeon	0	4597616	11	40	na	4597616	0	JABXKB000000000.1	4891	457	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	18	42	1
GB_GCA_048939625.1	Archaea	Asgardarchaeota	Hermodarchaeia	Hermodarchaeales	Hermodarchaeaceae	Hermodarchaeum	Hermodarchaeum sp048939625	0	87.64	6.34	General	94.86	0.0	149	k__Archaea (UID2)	107	0.0	2070379	89.44067475171796	90	1031837	44.588992643814656	2314807	GB_GCA_048939625.1	t	d__Archaea;p__Asgardarchaeota;c__Hermodarchaeia;o__Hermodarchaeales;f__Hermodarchaeaceae;g__Hermodarchaeum;s__Hermodarchaeum sp048939625	not type material	none	f	10	10	213648	213648	none	0	none	none	11488	1	109	JBHLPH010000042.1	none	none	none	none	none	none	25712	27889	f	f	t	73942	73942	Scaffold	ASM4893962v1	na	PRJNA1162170	SAMN43852915	90	73942	none	2025-03-25	GCA_048939625.1	derived from metagenome	full	H2M.135	none	none	0	0	Promethearchaeota archaeon	none	na	2	83	10	73942	26843	11350	2025-03-25	7	2053489	0	H2M.135	East china normal University	2053489	d__Archaea;p__Promethearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Promethearchaeota;x__unclassified Promethearchaeota;s__Promethearchaeota archaeon	700	2314807	11	36	na	2314107	0	JBHLPH000000000.1	2320	83	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	700	16	34	0
GB_GCA_019058165.1	Archaea	Asgardarchaeota	Heimdallarchaeia	JABLTI01	JABLTI01	JABLTI01	JABLTI01 sp019058165	0	85.84	6.26	General	91.3	6.54	149	k__Archaea (UID2)	107	0.0	2990571	89.05886918022819	253	1134123	33.7740558212087	3357971	GB_GCA_019058165.1	t	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__JABLTI01 sp019058165	not type material	none	f	46	46	95379	95379	none	0	none	none	none	0	none	none	none	none	none	none	none	none	13272	13272	f	f	t	19774	19774	Contig	ASM1905816v1	na	PRJNA678552	SAMN19663733	253	19774	New Zealand: Hikurangi Subduction Margin	2021-06-29	GCA_019058165.1	derived from metagenome	full	12R2_15	sediment collected in IODP Expedition 375 from site U1519C; depth 280.17 mbsf	38.72 S 178.61 E	0	none	Candidatus Heimdallarchaeota archaeon	none	na	none	none	none	none	none	none	2021-06-29	0	2026747	none	12R2_15	The University of Queensland	2026747	d__Archaea;p__Candidatus Heimdallarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Candidatus Heimdallarchaeota;x__unclassified Candidatus Heimdallarchaeota;s__Candidatus Heimdallarchaeota archaeon	0	3357971	none	none	na	3357971	0	JAHLVZ000000000.1	3329	253	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	19	37	0
GB_GCA_048885865.1	Archaea	Asgardarchaeota	Thorarchaeia	Thorarchaeales	Thorarchaeaceae	SMTZ1-83	SMTZ1-83 sp048885865	0	87.04	5.31	General	87.85	3.27	149	k__Archaea (UID2)	107	20.0	3252859	90.94136641621527	132	1656993	46.34459322448694	3576875	GB_GCA_048885865.1	t	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-83;s__SMTZ1-83 sp048885865	not type material	none	f	17	15	205675	205675	none	0	none	none	none	0	none	none	none	none	none	none	none	none	27086	30571	f	f	t	62814	76270	Scaffold	ASM4888586v1	na	PRJNA1162170	SAMN43852809	132	62814	none	2025-03-24	GCA_048885865.1	derived from metagenome	full	DZ1M.409	none	none	0	0	Candidatus Hermodarchaeota archaeon	none	na	4	117	15	76270	25617	12419	2025-03-24	15	2799008	2	DZ1M.409	East china normal University	2799008	d__Archaea;p__Candidatus Hermodarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Candidatus Hermodarchaeota;x__unclassified Candidatus Hermodarchaeota;s__Candidatus Hermodarchaeota archaeon	1500	3576875	11	35	na	3575375	0	JBHLLF000000000.1	3439	117	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	1500	18	36	0
